IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus
30153366,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,4516,POPLAR LEVEL,RD,,,,,,,,38.18695726,-85.70143889,10.629,6/6/22 0:00,2323,2,2,0,1,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/7/22 8:31,FALSE,5317,Accepted
30167526,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,HUDSON,,,,,38.16490619,-85.59893623,6.803,6/6/22 0:00,1715,2,2,0,4,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/10/22 10:11,FALSE,5446,Accepted
30159792,561500,UNIV. OF LOUISVILLE POLICE,Accepted,JEFFERSON,US0060A,2531,3RD,ST,S,,,,,,,38.21122225,-85.76274367,3.233,6/5/22 0:00,1430,2,2,0,0,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,,,6/8/22 15:43,FALSE,5718,Accepted
30153351,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,1975,HURSTBOURNE,PKWY,S,,,,,,,38.21832451,-85.58409457,11.485,6/5/22 0:00,1433,2,2,0,0,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/7/22 8:30,FALSE,5286,Accepted
30148828,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,TENNY,AVE,W,,3RD,,,,,38.17691912,-85.76704289,0.078,6/5/22 0:00,1500,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:50,FALSE,5230,Accepted
30148835,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,403,34TH,ST,N,,,,,,,38.26693893,-85.80612501,0.388,6/5/22 0:00,1836,2,2,0,1,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & HILLCREST,DAYLIGHT,,,6/6/22 8:51,FALSE,5397,Accepted
30157949,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,BROADWAY,,W,,8TH,,,,,38.24666874,-85.76504653,2.019,6/5/22 0:00,22,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING RIGHT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/8/22 8:25,FALSE,5403,Accepted
30162594,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,118,OAK,ST,W,,,,,,,38.23462849,-85.7562123,0.048,6/5/22 0:00,2059,4,1,0,2,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/9/22 8:15,FALSE,5213,Accepted
30153353,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,BEULAH CHURCH,RD,,KY6324,MANSLICK,,,,,38.12770171,-85.61435958,3.577,6/5/22 0:00,315,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,6/7/22 8:31,FALSE,5342,Accepted
30150689,560300,ST. MATTHEWS POLICE DEPARTMENT,Accepted,JEFFERSON,I 0064,,I64 W,,,,,,,,,38.23431,-85.61232659,12.904,6/5/22 0:00,2110,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/6/22 16:16,FALSE,9158,Accepted
30148816,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1631,,CRITTENDEN,DR,,,CENTRAL,,,,,38.20291925,-85.75071373,1.037,6/5/22 0:00,1541,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:48,FALSE,5433,Accepted
30148825,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,1419,CENTRAL,AVE,,,,,,,,38.21132895,-85.77997728,1.429,6/5/22 0:00,959,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:49,FALSE,5221,Accepted
30148834,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,4835,SOUTHSIDE,DR,,,,,,,,38.1779408,-85.76377228,0.088,6/5/22 0:00,2347,2,2,0,0,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,BACKING,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,6/6/22 8:51,FALSE,5405,Accepted
30153322,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0071,,I71 N,,,,,I 0064,I64 N TRANSIT,I 0071,I71 N EXIT2 OFF RAMP TO  ZORN AVE,38.26644431,-85.70975785,0.866,6/5/22 0:00,1810,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/7/22 8:28,FALSE,7058,Accepted
30153352,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,,,GLENWORTH,,GLENWORTH,38.20458969,-85.6658589,11.494,6/5/22 0:00,1827,1,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/7/22 8:30,FALSE,5286,Accepted
30148764,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BARRET,AVE,,,HEPBURN,,,,,38.23669252,-85.72841061,0.931,6/5/22 0:00,5,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/6/22 8:42,FALSE,7488,Accepted
30148798,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,22ND,ST,N,,DUNCAN,,,,,38.26268062,-85.78573943,0.549,6/5/22 0:00,1300,2,2,0,2,CLEAR,DRY,TRUE,ANGLE COLLISION - OTHER,ANGLE,,DAYLIGHT,,,6/6/22 8:45,FALSE,7305,Accepted
30148801,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 W,,,,,,,,,38.22110072,-85.45674179,21.569,6/5/22 0:00,1256,1,1,0,2,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:46,FALSE,5410,Accepted
30148807,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,ROY WILKINS,AVE,,,,US0031W,MARKET,,JEFFERSON,38.25614023,-85.76545957,0.101,6/5/22 0:00,1626,2,2,0,0,CLEAR,DRY,TRUE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:46,FALSE,2764,Accepted
30148808,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,STANDING OAK,DR,,,EDGE VALLEY,,,,,38.13059723,-85.84614683,0.063,6/5/22 0:00,719,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/6/22 8:46,FALSE,7174,Accepted
30148809,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,JOHNSON SCHOOL,RD,,,,,CEDAR CREEK,,MARR HILL,38.12679202,-85.59948259,1.124,6/5/22 0:00,1725,1,1,0,1,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,6/6/22 8:47,FALSE,6878,Accepted
30148815,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1631,,CRITTENDEN,DR,,,PHILLIPS,,,,,38.19226277,-85.75090005,0.301,6/5/22 0:00,1112,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:48,FALSE,5433,Accepted
30148795,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BROADWAY,,W,US0031W,22ND,,,,,38.24925763,-85.78819444,0.003,6/5/22 0:00,830,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:45,FALSE,5335,Accepted
30148802,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,26TH,ST,S,,GARLAND,,,,,38.2446409,-85.79550428,1.112,6/5/22 0:00,1353,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:46,FALSE,5355,Accepted
30148819,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,STRADER,AVE,,,LENTZ,,,,,38.19126254,-85.78576247,0.134,6/5/22 0:00,713,3,3,0,0,CLEAR,DRY,TRUE,COLLISION WITH PARKED VEHICLE,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:48,FALSE,7402,Accepted
30148827,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,CEDAR,ST,,,28TH,,,,,38.25687594,-85.79710652,1.267,6/5/22 0:00,14,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,6/6/22 8:50,FALSE,5421,Accepted
30148803,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,1008,LANDIS RIDGE,DR,,,,,,,,38.23469718,-85.50144208,0.121,6/5/22 0:00,10,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/6/22 8:46,FALSE,7633,Accepted
30148812,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY2052,,SHEPHERDSVILLE,RD,,,WHISPERING HILLS,,,,,38.14866461,-85.65996808,0.694,6/5/22 0:00,1607,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,6/6/22 8:47,FALSE,2959,Accepted
30148813,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BUECHEL,BYP,,,BUECHEL BANK,,,,,38.19078327,-85.64769901,10.039,6/5/22 0:00,1813,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:48,FALSE,7864,Accepted
30148822,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,401,MAC BRAE,RD,,,,,,,,38.15786008,-85.75665452,0.222,6/5/22 0:00,1212,3,3,0,1,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:49,FALSE,7427,Accepted
30148830,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,4706,PRESTON,HWY,,,,,,,,38.17963514,-85.71798175,7.315,6/5/22 0:00,853,2,2,0,3,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:50,FALSE,5269,Accepted
30148814,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,HILL,ST,W,,7TH,,,,,38.22672903,-85.76851581,0.636,6/5/22 0:00,1510,2,2,0,1,CLEAR,DRY,TRUE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:48,FALSE,7360,Accepted
30148823,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,KY1747,HURSTBOURNE,,,,,38.16877136,-85.60516226,7.238,6/5/22 0:00,1755,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,6/6/22 8:49,FALSE,2321,Accepted
30148831,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.27841139,-85.82188398,0.18,6/5/22 0:00,1652,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:50,FALSE,5355,Accepted
30148832,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,LENTZ,AVE,,,,,,,,38.19566956,-85.78570546,0.046,6/5/22 0:00,2019,2,2,0,1,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:51,FALSE,5401,Accepted
30145556,566900,LOUISVILLE AIRPORT POLICE,Accepted,JEFFERSON,,650,ADMINISTRATION,DR,,,,,,,,38.18770559,-85.73812616,0.097,6/5/22 0:00,354,1,1,0,0,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/5/22 7:43,FALSE,5870,Accepted
30148769,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,,,,,,38.11913987,-85.85744188,9.577,6/5/22 0:00,115,2,2,0,2,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,6/6/22 8:42,FALSE,7264,Accepted
30190224,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,CHESTNUT,ST,W,,18TH,,,,,38.25146415,-85.78096743,1.086,6/5/22 0:00,1300,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:11,FALSE,5335,Accepted
30148753,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,FEGENBUSH,,,,,38.18682247,-85.63723891,9.392,6/4/22 0:00,1455,2,2,0,1,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:40,FALSE,5286,Accepted
30148755,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,,HURSTBOURNE,PKWY,S,,WATTERSON,,,,,38.18350311,-85.60658948,8.519,6/4/22 0:00,1016,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:41,FALSE,7864,Accepted
30148771,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,3184,3RD,ST,S,,,,,,,38.20191473,-85.76447101,9.224,6/4/22 0:00,1104,3,3,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,6/6/22 8:42,FALSE,5378,Accepted
30148780,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0264,,I264 W,,,,,I 0264,I264 W EXIT5 RAMP KY1934,I 0264,I264 W EXIT8 ON RAMP FROM US31W S,38.19912397,-85.82760372,5.844,6/4/22 0:00,2234,3,3,0,1,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,6/6/22 8:43,FALSE,5319,Accepted
30148787,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,HENRY,AVE,,,CARLISLE,,,,,38.19428238,-85.78182257,0.068,6/4/22 0:00,2100,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DUSK,,,6/6/22 8:44,FALSE,7426,Accepted
30148788,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0155,,TAYLORSVILLE,RD,,,TUCKER STATION,,,,,38.1871176,-85.52380121,6.884,6/4/22 0:00,1514,3,3,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:44,FALSE,2321,Accepted
30148726,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,1172,BROADWAY,,E,,,,,,,38.2441278,-85.73198543,3.826,6/4/22 0:00,228,2,2,0,0,CLEAR,DRY,TRUE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,6/6/22 8:38,FALSE,5195,Accepted
30143201,561000,JEFFERSONTOWN POLICE DEPT,Accepted,JEFFERSON,KY0913,,BLANKENBAKER,PKWY,,,LANDHERR,,,,,38.18863254,-85.54780788,0.088,6/4/22 0:00,1140,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/4/22 14:47,FALSE,8296,Accepted
30144598,561000,JEFFERSONTOWN POLICE DEPT,Accepted,JEFFERSON,KY0155,10617,TAYLORSVILLE,RD,,,,,,,,38.18962592,-85.5581721,8.814,6/4/22 0:00,1348,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/5/22 0:28,FALSE,8308,Accepted
30148790,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY3064,,PORTLAND,AVE,,,32ND,,,,,38.27434253,-85.79913011,0.992,6/4/22 0:00,1324,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:44,FALSE,7463,Accepted
30148761,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1703,,NEWBURG,RD,,,BELLARMINE,,,,,38.21697722,-85.70778959,3.843,6/4/22 0:00,234,1,1,0,2,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/OFF,,,6/6/22 8:42,FALSE,7488,Accepted
30148810,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0907,7516,3RD ST,RD,,,,,,,,38.14291202,-85.77881063,6.032,6/4/22 0:00,1445,1,1,0,1,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:47,FALSE,5448,Accepted
30148728,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,OLD FERN VALLEY,RD,,KY0061,PRESTON,,,,,38.15503499,-85.69587905,0.004,6/4/22 0:00,10,2,2,0,1,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/6/22 8:38,FALSE,5314,Accepted
30148735,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1065,4300,OUTER,LOOP,,,,,,,,38.13817531,-85.68182412,6.328,6/4/22 0:00,451,2,2,0,2,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DUSK,,,6/6/22 8:39,FALSE,5443,Accepted
30148740,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,WATTERSON,TRL,S,,FERNDALE,,,,,38.15628862,-85.61466791,1.992,6/4/22 0:00,1356,2,2,0,0,CLEAR,DRY,TRUE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:40,FALSE,2959,Accepted
30148756,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,RANGELAND,RD,,KY2052,SHEPHERDSVILLE,,,,,38.16439241,-85.6598531,1.229,6/4/22 0:00,1723,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:41,FALSE,7864,Accepted
30148757,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON,HWY,,,LORETTA,,,,,38.17129686,-85.70920396,6.564,6/4/22 0:00,908,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:41,FALSE,5269,Accepted
30148766,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1932,,BRECKENRIDGE,LN,,,HIKES,,,,,38.21811802,-85.62853382,2.691,6/4/22 0:00,2016,3,3,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:42,FALSE,5300,Accepted
30148768,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,POPLAR LEVEL,RD,,,SELINDA,,,,,38.18809519,-85.70241294,10.723,6/4/22 0:00,1849,3,3,0,5,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:42,FALSE,5299,Accepted
30148826,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BROADWAY,,W,US0031W,22ND,,,,,38.24926068,-85.78825964,0.004,6/4/22 0:00,523,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/6/22 8:50,FALSE,5421,Accepted
30148817,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,ST CATHERINE,ST,W,KY1020,2ND,,,,,38.2370952,-85.756631,0.088,6/4/22 0:00,1619,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:48,FALSE,7495,Accepted
30148793,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,,SOUTHERN,PKWY,,,WHITNEY,,,,,38.19395966,-85.76674352,8.672,6/4/22 0:00,1953,3,3,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:45,FALSE,5436,Accepted
30148811,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,JOHNSONTOWN,,,,,38.12109931,-85.85563287,9.741,6/4/22 0:00,1036,3,3,0,3,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,6/6/22 8:47,FALSE,5448,Accepted
30153364,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,WOODFORD,,,,,38.22523441,-85.69528254,13.719,6/4/22 0:00,2047,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/7/22 8:31,FALSE,5122,Accepted
30162578,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,22ND,ST,N,,MAIN,,,,,38.25997144,-85.7863431,0.737,6/4/22 0:00,2220,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/9/22 8:14,FALSE,5275,Accepted
30157947,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,,BONNYVILLE,,,,,38.16693347,-85.82924207,13.188,6/4/22 0:00,536,3,2,1,0,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,6/8/22 8:25,FALSE,7772,Accepted
30153332,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY3084,,OLD HENRY,RD,,I 0265,I265 N EXIT29 ON RAMP FROM KY3084,,,,,38.27065225,-85.49942859,1.252,6/4/22 0:00,2347,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,6/7/22 8:29,FALSE,6886,Accepted
30153370,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,,KY1065,BEULAH CHURCH,,IONA,38.15031579,-85.58744195,5.588,6/3/22 0:00,1055,2,2,0,0,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/7/22 8:32,FALSE,7669,Accepted
